Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Rok Rozman,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Gregory Ruckman,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Michael Ruhe,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Jane (-thornton),F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Annina Ruppel,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Annina Ruppel,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Benjamin Rutledge,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Benjamin Rutledge,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Katrin Rutschow-stomporowski,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Single Sculls,Gold
Matthew Ryan,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Silver
Sebastian Sageder,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Maria Sakellaridou,F,Greece,GRE,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Gustavo Ramrez,M,Peru,PER,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Kelly Salchow,F,United States,USA,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Igor Salov,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Leandro Rattaro,M,Uruguay,URU,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Leandro Rattaro,M,Uruguay,URU,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Artour Samsonov,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Olga Samulenkova,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Maria Sancassani,F,Italy,ITA,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Maria Sancassani,F,Italy,ITA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Alessio Sartori,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Double Sculls,Bronze
Alessio Sartori,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Valery Sarychev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
John Sasi,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Rebecca Sattin,F,Australia,AUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,Bronze
Pippa Savage,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Aleksandr Savin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Laura Schiavone,F,Italy,ITA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Stephanie Schiller,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
Jan Schindler,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Lisa Schlenker,F,United States,USA,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Richard Schmidt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Sebastian Schmidt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Susanne Schmidt,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Nadine Schmutzler,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Enrico Schnabel,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Matthew Schnobrich,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Jost Schmann-finck,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Christian Schreiber,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Christian Schreiber,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
James Schroeder,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
James Schroeder,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Sebastian Schulte,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Axel Schuster,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Bastian Seibt,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Toni Seifert,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Dominic Seiterle,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Gold
Robert Sens,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Anna Sergeyeva,F,Russia,RUS,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Mohsen Naghadeh,M,Iran,IRI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Leonid Shaposhnykov,M,Ukraine,UKR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
Stanislav Shcherbachenya,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Stanislav Shcherbachenya,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Lindsay Shoop,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
Margot Shumway,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Pavel Shurmey,M,Belarus,BLR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Pavel Shurmey,M,Belarus,BLR,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Einaras Iaudvytis,M,Lithuania,LTU,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Olivier Siegelaar,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Sarah Siegelaar,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Sarah Siegelaar,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Ulf Siemes,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Wolfgang Sigl,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Andrei Ilin,M,Estonia,EST,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Phil Simmons,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Diederik Simon,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Diederik Simon,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Nils-Torolv Simonsen,M,Norway,NOR,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Sin Yeong-eun,F,South Korea,KOR,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Manjit Singh,M,India,IND,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Nika Skelin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
Nika Skelin,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Sinia Skelin,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Silver
Sinia Skelin,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Nikolaos Skiathitis,M,Greece,GRE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Todd Skipworth,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Kent Smack,M,United States,USA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Colin Smith,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Matt Smith,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Rafa Smoliski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Marlies Smulders,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Marlies Smulders,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Ivo Snijders,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Ivo Snijders,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
So Wah,M,Hong Kong,HKG,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
So Wah,M,Hong Kong,HKG,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jos Jnior,M,Brazil,BRA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Thomas Solesbury,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Franck Solforosi,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Song Kai,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Daniel Bertoni,M,Paraguay,PAR,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Luka Pik,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Double Sculls,Silver
Luka Pik,M,Slovenia,SLO,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Nikolay Spinev,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
Nikolay Spinev,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Svitlana Spiriukhova,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Gregor Sranjek,M,Slovenia,SLO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Thomas Stallard,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Thomas Stallard,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Joseph Stankevicius,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Micha Stawowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Micha Stawowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Mitchel Steenman,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Romina Stefancic,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Romina Stefancic,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Matteo Stefanini,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Mladen Stegi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Sanna Stn,F,Finland,FIN,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Silver
Jeremy Stevenson,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Geoffrey Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
James Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Stephen Stewart,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Stephen Stewart,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Edit Stift,F,Hungary,HUN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Sam Stitt,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Christian Stofer,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Florian Stofer,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Nikola Stoji,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Nikola Stoji,M,Serbia,SRB,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,No medal
Simona Strimbeschi-muat,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Double Sculls,No medal
Simona Strimbeschi-muat,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Philipp Ster,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Simon Strm,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Su Hui,M,China,CHN,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Sun Jie,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Viorica Susanu,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Susanu,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Coxed Eights,Gold
Viorica Susanu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
Viorica Susanu,F,Romania,ROU,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
Frida Svensson,F,Sweden,SWE,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Frida Svensson,F,Sweden,SWE,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Aleksey Svirin,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold
Aleksey Svirin,M,Russia,RUS,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Robert Sycz,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Cameron Sylvester,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Ondej Synek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Ondej Synek,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Single Sculls,Silver
Stefan Szczurowski,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Kaspar Taimsoo,M,Estonia,EST,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Daisaku Takeda,M,Japan,JPN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Daisaku Takeda,M,Japan,JPN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Bajrang Takhar,M,India,IND,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Angela Tama-alupei,F,Romania,ROU,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Milka Tancheva,F,Bulgaria,BUL,2004,Athina,Rowing,Rowing Women's Coxless Pairs,No medal
Tang Bin,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Gold
Helen Tanger,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Helen Tanger,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Kateryna Tarasenko,F,Ukraine,UKR,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Dailin Aguilar,F,Cuba,CUB,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Peter Taylor,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Paul Teti,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Paul Teti,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Peter Thiede,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Peter Thiede,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Annekatrin Thiele,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Double Sculls,Silver
Lesley Thompson-willie,F,Canada,CAN,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Johanne (-risbjerg),F,Denmark,DEN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Sebastian Thormann,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Tian Jun,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Tian Liang,F,China,CHN,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Fabien Tilliet,M,France,FRA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Patrick Todd,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Patrick Todd,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Ellen Tomek,F,United States,USA,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Milo Tomi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
James Tomkins,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
James Tomkins,M,Australia,AUS,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Michael Toon,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Miroslava Knapkov,F,Czech Republic,CZE,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Miroslava Knapkov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Miroslava Knapkov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Pascal Touron,M,France,FRA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Gearid Towey,M,Ireland,IRL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Gearid Towey,M,Ireland,IRL,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Aldo Tramontano,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Andrew Hodge,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Andrew Hodge,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxless Fours,Gold
Ibtissem Trimch,F,Tunisia,TUN,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Daniel Trojanowski,M,Poland,POL,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Daniel Trojanowski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Alexandra Tsiavou,F,Greece,GRE,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Maja Tucholke,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Robert Tucker,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Olaf Tufte,M,Norway,NOR,2004,Athina,Rowing,Rowing Men's Single Sculls,Gold
Olaf Tufte,M,Norway,NOR,2008,Beijing,Rowing,Rowing Men's Single Sculls,Gold
Robert Twaddle,M,New Zealand,NZL,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Robert Twaddle,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Coxless Pairs,Bronze
Emma Twigg,F,New Zealand,NZL,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
Kahori Uchiyama,F,Japan,JPN,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Zoe Uphill,F,Australia,AUS,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,No medal
Kazushige Ura,M,Japan,JPN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Kazushige Ura,M,Japan,JPN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Jochen Urban,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Jochen Urban,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Jochen Urban,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Veljko Uroevi,M,Serbia and Montenegro,SCG,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Storm Uru,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Yelena Usarova,F,Uzbekistan,UZB,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Michal Vabrouek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Wouter Fraenen,M,Belgium,BEL,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Kirsten (-aardewijn),F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Kirsten (-aardewijn),F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Gerard Linden,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Gerard Linden,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Marit Eupen,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
Marit Eupen,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Pauline Roessel,F,Canada,CAN,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Annemarieke Rumpt,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Annemarieke Rumpt,F,Netherlands,NED,2008,Beijing,Rowing,Rowing Women's Coxed Eights,Silver
Douglas Vandor,M,Canada,CAN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Gabriela Vaekov,F,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Women's Double Sculls,No medal
Tams Varga,M,Hungary,HUN,2004,Athina,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Tams Varga,M,Hungary,HUN,2008,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,No medal
Ana Palomo,F,El Salvador,ESA,2008,Beijing,Rowing,Rowing Women's Single Sculls,No medal
scar Ochoa,M,Chile,CHI,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
scar Ochoa,M,Chile,CHI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Mario Veki,M,Croatia,CRO,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Yaima Falcn,F,Cuba,CUB,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Matthijs Vellenga,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Matthijs Vellenga,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Simone Venier,M,Italy,ITA,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Simone Venier,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Silver
Gijsbert Vermeulen,M,Netherlands,NED,2004,Athina,Rowing,Rowing Men's Coxed Eights,Silver
Gijsbert Vermeulen,M,Netherlands,NED,2008,Beijing,Rowing,Rowing Men's Coxless Fours,No medal
Annabel Vernon,F,Great Britain,GBR,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Silver
Sbastien Vielledent,M,France,FRA,2004,Athina,Rowing,Rowing Men's Double Sculls,Gold
Oleg Vinogradov,M,Estonia,EST,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Petr Vitsek,M,Czech Republic,CZE,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Petr Vitsek,M,Czech Republic,CZE,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,No medal
Jiri Vlcek,M,Italy,ITA,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Stephan Volkert,M,Germany,GER,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Vladimir Volodenkov,M,Russia,RUS,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Bryan Volpenhein,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Bryan Volpenhein,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Andr Vonarburg,M,Switzerland,SUI,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Andr Vonarburg,M,Switzerland,SUI,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Mariya Vorona,F,Belarus,BLR,2004,Athina,Rowing,Rowing Women's Quadruple Sculls,No medal
Nataliya Voronova,F,Kazakhstan,KAZ,2008,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,No medal
Damir Vuii,M,Croatia,CRO,2004,Athina,Rowing,Rowing Men's Coxless Fours,No medal
Robert Waddell,M,New Zealand,NZL,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
Sonia (scown-),F,New Zealand,NZL,2004,Athina,Rowing,Rowing Women's Single Sculls,No medal
Bernd Wakolbinger,M,Austria,AUT,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Peggy Waleska,F,Germany,GER,2004,Athina,Rowing,Rowing Women's Double Sculls,Silver
Daniel Walsh,M,United States,USA,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
Luke Walton,M,United States,USA,2004,Athina,Rowing,Rowing Men's Coxless Pairs,No medal
Wang Jingfeng,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Wang Ming-hui,M,Chinese Taipei,TPE,2004,Athina,Rowing,Rowing Men's Single Sculls,No medal
Wang Ming-hui,M,Chinese Taipei,TPE,2008,Beijing,Rowing,Rowing Men's Single Sculls,No medal
Wang Xiangdang,M,China,CHN,2008,Beijing,Rowing,Rowing Men's Coxed Eights,No medal
Steve Warner,M,United States,USA,2004,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Konrad Wasielewski,M,Poland,POL,2008,Beijing,Rowing,Rowing Men's Quadruple Sculls,Gold
Lenka (-dienstbach),F,Germany,GER,2004,Athina,Rowing,Rowing Women's Coxed Eights,No medal
Lenka (-dienstbach),F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,No medal
Lenka (-dienstbach),F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Froukje Wegman,F,Netherlands,NED,2004,Athina,Rowing,Rowing Women's Coxed Eights,Bronze
Stuart Welch,M,Australia,AUS,2004,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
Matthew Wells,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Double Sculls,No medal
Matthew Wells,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Double Sculls,Bronze
Peter Wells,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,No medal
Nina Wengert,F,Germany,GER,2008,Beijing,Rowing,Rowing Women's Coxed Eights,No medal
Clemens Wenzel,M,Germany,GER,2008,Beijing,Rowing,Rowing Men's Double Sculls,No medal
A. West,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
A. West,M,Great Britain,GBR,2008,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
Kieran West,M,Great Britain,GBR,2004,Athina,Rowing,Rowing Men's Coxed Eights,No medal
Jacob Wetzel,M,Canada,CAN,2004,Athina,Rowing,Rowing Men's Coxless Fours,Silver
